date,year,month_of_year,month,city,country,max_temp_c,min_temp_c,avg_temp_c,lat,lon,timezone_id,alpha-3,region,month_year
2023-07-31,2023,July     ,7,Berlin,Germany,19.4,15.0,17.0,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-24,2023,July     ,7,Berlin,Germany,28.3,17.4,21.6,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-14,2023,July     ,7,Berlin,Germany,27.1,15.0,21.2,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-01,2023,July     ,7,Berlin,Germany,24.1,15.8,19.4,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-02,2023,July     ,7,Berlin,Germany,23.3,15.3,18.6,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-30,2023,July     ,7,Berlin,Germany,25.4,15.4,20.0,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-04,2023,July     ,7,Berlin,Germany,22.0,14.8,18.4,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-25,2023,July     ,7,Berlin,Germany,21.6,15.3,18.4,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-17,2023,July     ,7,Berlin,Germany,28.0,17.7,22.9,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-13,2023,July     ,7,Berlin,Germany,26.3,18.2,22.0,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-26,2023,July     ,7,Berlin,Germany,20.7,12.4,17.0,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-27,2023,July     ,7,Berlin,Germany,22.5,12.0,17.1,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-05,2023,July     ,7,Berlin,Germany,24.2,13.9,18.7,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-06,2023,July     ,7,Berlin,Germany,22.5,13.3,18.4,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-08,2023,July     ,7,Berlin,Germany,31.5,15.2,23.9,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-12,2023,July     ,7,Berlin,Germany,28.8,19.6,23.9,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-19,2023,July     ,7,Berlin,Germany,25.6,16.6,20.7,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-20,2023,July     ,7,Berlin,Germany,20.9,13.9,17.8,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-03,2023,July     ,7,Berlin,Germany,22.2,13.3,18.2,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-18,2023,July     ,7,Berlin,Germany,24.9,14.5,20.3,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-29,2023,July     ,7,Berlin,Germany,22.9,16.2,19.4,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-21,2023,July     ,7,Berlin,Germany,20.9,13.9,17.5,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-15,2023,July     ,7,Berlin,Germany,35.2,18.2,27.1,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-16,2023,July     ,7,Berlin,Germany,30.1,19.8,24.1,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-10,2023,July     ,7,Berlin,Germany,28.1,19.6,23.4,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-23,2023,July     ,7,Berlin,Germany,25.7,16.3,20.0,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-07-07,2023,July     ,7,Berlin,Germany,28.6,14.1,21.7,52.52,13.4,Europe/Berlin,DEU,Europe,July      2023
2023-08-10,2023,August   ,8,Berlin,Germany,21.2,11.7,16.4,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-18,2023,August   ,8,Berlin,Germany,29.9,19.0,24.3,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-02,2023,August   ,8,Berlin,Germany,22.2,14.1,17.8,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-19,2023,August   ,8,Berlin,Germany,31.7,19.9,26.2,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-17,2023,August   ,8,Berlin,Germany,25.9,18.0,21.5,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-05,2023,August   ,8,Berlin,Germany,22.6,14.3,18.6,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-04,2023,August   ,8,Berlin,Germany,22.4,16.3,19.2,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-08,2023,August   ,8,Berlin,Germany,20.4,12.5,16.0,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-11,2023,August   ,8,Berlin,Germany,27.0,13.9,20.1,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-30,2023,August   ,8,Berlin,Germany,21.2,12.9,16.0,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-25,2023,August   ,8,Berlin,Germany,31.6,20.6,25.0,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-28,2023,August   ,8,Berlin,Germany,21.5,14.6,17.8,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-29,2023,August   ,8,Berlin,Germany,16.3,13.7,14.4,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-16,2023,August   ,8,Berlin,Germany,28.5,19.7,23.4,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-31,2023,August   ,8,Berlin,Germany,19.3,13.8,16.3,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-27,2023,August   ,8,Berlin,Germany,22.8,17.9,20.1,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-03,2023,August   ,8,Berlin,Germany,22.4,16.2,19.3,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-14,2023,August   ,8,Berlin,Germany,30.1,17.9,23.8,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-12,2023,August   ,8,Berlin,Germany,26.7,17.8,21.9,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-09,2023,August   ,8,Berlin,Germany,20.6,12.0,16.4,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-15,2023,August   ,8,Berlin,Germany,30.2,19.8,24.6,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-24,2023,August   ,8,Berlin,Germany,28.4,16.6,22.7,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-21,2023,August   ,8,Berlin,Germany,27.7,19.5,23.0,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-13,2023,August   ,8,Berlin,Germany,26.7,17.4,21.8,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-23,2023,August   ,8,Berlin,Germany,26.6,17.2,21.8,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-26,2023,August   ,8,Berlin,Germany,26.7,19.8,22.8,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-20,2023,August   ,8,Berlin,Germany,28.6,22.3,25.3,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-22,2023,August   ,8,Berlin,Germany,25.8,19.6,22.6,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-06,2023,August   ,8,Berlin,Germany,19.8,14.7,17.1,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-01,2023,August   ,8,Berlin,Germany,20.8,15.6,17.6,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-08-07,2023,August   ,8,Berlin,Germany,17.8,13.2,15.0,52.52,13.4,Europe/Berlin,DEU,Europe,August    2023
2023-09-11,2023,September,9,Berlin,Germany,30.4,19.9,25.1,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-19,2023,September,9,Berlin,Germany,21.2,17.0,19.0,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-27,2023,September,9,Berlin,Germany,26.4,17.1,21.5,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-05,2023,September,9,Berlin,Germany,28.3,17.0,22.4,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-29,2023,September,9,Berlin,Germany,26.0,17.7,20.8,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-15,2023,September,9,Berlin,Germany,24.4,13.1,18.5,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-07,2023,September,9,Berlin,Germany,29.5,17.5,23.2,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-23,2023,September,9,Berlin,Germany,20.3,13.2,16.3,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-16,2023,September,9,Berlin,Germany,27.3,14.6,20.7,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-22,2023,September,9,Berlin,Germany,20.0,15.4,17.9,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-21,2023,September,9,Berlin,Germany,27.4,16.6,21.5,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-04,2023,September,9,Berlin,Germany,25.9,14.0,19.9,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-26,2023,September,9,Berlin,Germany,26.0,14.5,20.1,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-13,2023,September,9,Berlin,Germany,20.1,12.6,17.0,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-28,2023,September,9,Berlin,Germany,27.0,17.0,21.2,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-25,2023,September,9,Berlin,Germany,22.6,11.6,16.7,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-24,2023,September,9,Berlin,Germany,20.6,11.0,15.8,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-02,2023,September,9,Berlin,Germany,22.7,14.2,18.4,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-12,2023,September,9,Berlin,Germany,28.6,19.9,23.3,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-10,2023,September,9,Berlin,Germany,30.5,18.8,24.4,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-06,2023,September,9,Berlin,Germany,29.4,17.4,23.1,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-09,2023,September,9,Berlin,Germany,31.4,18.0,24.3,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-17,2023,September,9,Berlin,Germany,27.1,16.7,21.6,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-08,2023,September,9,Berlin,Germany,30.2,17.4,23.5,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-01,2023,September,9,Berlin,Germany,20.6,12.2,16.1,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-30,2023,September,9,Berlin,Germany,20.0,12.6,16.5,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-18,2023,September,9,Berlin,Germany,28.5,18.3,23.1,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-03,2023,September,9,Berlin,Germany,22.6,15.8,18.9,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-14,2023,September,9,Berlin,Germany,20.6,10.7,15.6,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-09-20,2023,September,9,Berlin,Germany,25.3,15.9,19.9,52.52,13.4,Europe/Berlin,DEU,Europe,September 2023
2023-10-11,2023,October  ,10,Berlin,Germany,22.9,14.4,18.5,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-07,2023,October  ,10,Berlin,Germany,17.0,10.7,14.7,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-30,2023,October  ,10,Berlin,Germany,14.0,10.0,12.2,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-31,2023,October  ,10,Berlin,Germany,12.4,9.2,11.4,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-25,2023,October  ,10,Berlin,Germany,14.0,10.2,11.8,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-08,2023,October  ,10,Berlin,Germany,14.1,8.5,11.2,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-23,2023,October  ,10,Berlin,Germany,15.2,8.6,11.8,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-18,2023,October  ,10,Berlin,Germany,13.8,5.6,9.1,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-15,2023,October  ,10,Berlin,Germany,11.4,7.0,8.6,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-26,2023,October  ,10,Berlin,Germany,12.6,9.9,11.1,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-06,2023,October  ,10,Berlin,Germany,19.8,12.4,16.1,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-04,2023,October  ,10,Berlin,Germany,18.1,12.0,14.4,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-14,2023,October  ,10,Berlin,Germany,21.4,9.1,15.0,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-02,2023,October  ,10,Berlin,Germany,25.1,16.1,20.2,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-01,2023,October  ,10,Berlin,Germany,20.2,13.7,16.4,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-28,2023,October  ,10,Berlin,Germany,13.4,9.4,10.8,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-24,2023,October  ,10,Berlin,Germany,13.2,10.5,11.6,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-05,2023,October  ,10,Berlin,Germany,17.2,11.7,14.0,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-12,2023,October  ,10,Berlin,Germany,19.4,13.0,14.6,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-13,2023,October  ,10,Berlin,Germany,20.5,14.0,17.1,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-03,2023,October  ,10,Berlin,Germany,27.0,13.6,19.8,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-17,2023,October  ,10,Berlin,Germany,12.0,5.9,8.5,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-27,2023,October  ,10,Berlin,Germany,11.8,9.2,10.3,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-09,2023,October  ,10,Berlin,Germany,14.2,7.6,10.4,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-19,2023,October  ,10,Berlin,Germany,8.3,7.1,7.6,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-22,2023,October  ,10,Berlin,Germany,16.3,10.5,13.2,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-29,2023,October  ,10,Berlin,Germany,14.2,8.5,11.2,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-10,2023,October  ,10,Berlin,Germany,16.2,13.4,14.8,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-16,2023,October  ,10,Berlin,Germany,11.1,4.8,8.1,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-21,2023,October  ,10,Berlin,Germany,16.2,7.0,10.8,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-10-20,2023,October  ,10,Berlin,Germany,7.7,6.2,6.7,52.52,13.4,Europe/Berlin,DEU,Europe,October   2023
2023-11-01,2023,November ,11,Berlin,Germany,14.6,7.1,10.6,52.52,13.4,Europe/Berlin,DEU,Europe,November  2023
2023-11-24,2023,November ,11,Berlin,Germany,7.1,1.9,3.8,52.52,13.4,Europe/Berlin,DEU,Europe,November  2023
2023-11-30,2023,November ,11,Berlin,Germany,-0.9,-4.9,-3.6,52.52,13.4,Europe/Berlin,DEU,Europe,November  2023
2023-11-19,2023,November ,11,Berlin,Germany,10.6,4.4,7.7,52.52,13.4,Europe/Berlin,DEU,Europe,November  2023
2023-11-29,2023,November ,11,Berlin,Germany,0.4,-3.6,-1.5,52.52,13.4,Europe/Berlin,DEU,Europe,November  2023
2023-11-05,2023,November ,11,Berlin,Germany,11.4,8.0,9.8,52.52,13.4,Europe/Berlin,DEU,Europe,November  2023
2023-11-20,2023,November ,11,Berlin,Germany,10.1,8.5,9.2,52.52,13.4,Europe/Berlin,DEU,Europe,November  2023
2023-11-27,2023,November ,11,Berlin,Germany,1.5,-0.1,1.1,52.52,13.4,Europe/Berlin,DEU,Europe,November  2023
2023-11-21,2023,November ,11,Berlin,Germany,8.4,1.7,5.0,52.52,13.4,Europe/Berlin,DEU,Europe,November  2023
2023-11-03,2023,November ,11,Berlin,Germany,11.7,8.0,9.9,52.52,13.4,Europe/Berlin,DEU,Europe,November  2023
2023-11-18,2023,November ,11,Berlin,Germany,6.1,2.3,4.2,52.52,13.4,Europe/Berlin,DEU,Europe,November  2023
